model,season,horizon,true_peak_date,pred_peak_date,peak_timing_error_weeks,true_peak_val,pred_peak_val,peak_intensity_error_abs,peak_intensity_error_rel,region
TiRex,2024-2025,latest,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.49665641784668,4.08214792997941,-0.4261646633283468,molise
TimeGPT,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,8.695765,34.494234999999996,-0.79866253762445,molise
TimeGPT,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,4.793495,1.4365050000000004,-0.2305786516853933,molise
TimeGPT,2019-2020,latest,2020-02-02,2020-02-16,2.0,16.61,13.26387,3.3461299999999987,-0.2014527393136664,molise
TimeGPT,2020-2021,latest,2020-12-06,2020-12-13,1.0,1.21,5.8481846,4.6381846,3.8332104132231404,molise
TimeGPT,2021-2022,latest,2021-11-28,2022-04-24,21.0,1.92,4.9202533,3.0002533,1.5626319270833333,molise
TimeGPT,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,5.6458707,0.8641293000000001,-0.13273875576036867,molise
TimeGPT,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,8.856958,3.4730419999999995,-0.28167412814274123,molise
TimeGPT,2024-2025,latest,2025-01-12,2025-03-23,10.0,9.57880434782609,5.899976,3.67882834782609,-0.3840592431205676,molise
TimesFM,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,5.987718105316162,37.202281894683836,-0.8613633224052752,molise
TimesFM,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,1.962798237800598,4.267201762199402,-0.684944103081766,molise
TimesFM,2019-2020,latest,2020-02-02,2020-02-16,2.0,16.61,13.041703224182127,3.5682967758178723,-0.21482822250559136,molise
TimesFM,2020-2021,latest,2020-12-06,2020-12-13,1.0,1.21,4.3043646812438965,3.0943646812438965,2.5573261828461957,molise
TimesFM,2021-2022,latest,2021-11-28,2022-04-03,18.0,1.92,1.3104348182678225,0.6095651817321774,-0.3174818654855091,molise
TimesFM,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,4.846942901611328,1.6630570983886717,-0.255461919875372,molise
TimesFM,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,7.192625045776367,5.137374954223633,-0.41665652507896456,molise
TimesFM,2024-2025,latest,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.283010005950928,4.295794341875162,-0.44846874264115155,molise
XGBoost,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,8.952347755432129,34.23765224456787,-0.7927217468063874,molise
XGBoost,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,4.193226337432861,2.036773662567139,-0.32692996188878637,molise
XGBoost,2019-2020,latest,2020-02-02,2020-03-08,5.0,16.61,8.173495292663574,8.436504707336425,-0.5079172009233248,molise
XGBoost,2020-2021,latest,2020-12-06,2020-12-13,1.0,1.21,6.836106300354004,5.626106300354004,4.649674628391739,molise
XGBoost,2021-2022,latest,2021-11-28,2022-03-27,17.0,1.92,14.489330291748049,12.569330291748049,6.546526193618775,molise
XGBoost,2022-2023,latest,2023-01-08,2023-03-05,8.0,6.51,5.700181007385254,0.8098189926147459,-0.12439615861977664,molise
XGBoost,2023-2024,latest,2024-01-07,2024-02-04,4.0,12.33,7.726130962371826,4.603869037628174,-0.37338759429263374,molise
XGBoost,2024-2025,latest,2025-01-12,2024-11-03,-10.0,9.57880434782609,10.31753921508789,0.738734867261801,0.0771218244403809,molise
ARIMA,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,8.590254444435802,34.5997455555642,-0.8011054770910905,molise
ARIMA,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,5.200475038806708,1.0295249611932924,-0.165252802759758,molise
ARIMA,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,9.779806278142036,6.830193721857963,-0.4112097364152898,molise
ARIMA,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,2.536220250190384,1.3262202501903841,1.096049793545772,molise
ARIMA,2021-2022,1,2021-11-28,2021-12-12,2.0,1.92,2.41088067968222,0.49088067968222004,0.25566702066782293,molise
ARIMA,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,5.45142682241622,1.0585731775837797,-0.16260724694067277,molise
ARIMA,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,6.560082224080945,5.769917775919055,-0.46795764605993956,molise
ARIMA,2024-2025,1,2025-01-12,2025-01-05,-1.0,9.57880434782609,4.337881213742876,5.240923134083213,-0.5471375073312403,molise
CatBoost,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,11.68404178081244,31.50595821918756,-0.7294734480015642,molise
CatBoost,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,2.289321036240121,3.9406789637598796,-0.6325327389662727,molise
CatBoost,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,7.660314763371859,8.949685236628142,-0.53881307866515,molise
CatBoost,2020-2021,1,2020-12-06,2021-02-14,10.0,1.21,1.289607884583167,0.07960788458316714,0.06579164015137781,molise
CatBoost,2021-2022,1,2021-11-28,2022-04-03,18.0,1.92,5.143734090396787,3.2237340903967873,1.67902817208166,molise
CatBoost,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,5.572397898438423,0.937602101561577,-0.14402490039348342,molise
CatBoost,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,4.071098111194486,8.258901888805514,-0.6698217265860109,molise
CatBoost,2024-2025,1,2025-01-12,2025-01-05,-1.0,9.57880434782609,4.3106975893749,5.268106758451189,-0.5499754005985921,molise
Chronos-Bolt-small,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,2.080518960952759,41.10948103904724,-0.9518286881001908,molise
Chronos-Bolt-small,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,1.492110252380371,4.737889747619629,-0.7604959466484156,molise
Chronos-Bolt-small,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,12.51470947265625,4.095290527343749,-0.24655572109233892,molise
Chronos-Bolt-small,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,0.62662672996521,0.58337327003479,-0.4821266694502397,molise
Chronos-Bolt-small,2021-2022,1,2021-11-28,2021-12-12,2.0,1.92,1.3983819484710691,0.5216180515289308,-0.2716760685046515,molise
Chronos-Bolt-small,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,6.02269172668457,0.4873082733154295,-0.07485534152310745,molise
Chronos-Bolt-small,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,9.793706893920898,2.5362931060791016,-0.20570098183934318,molise
Chronos-Bolt-small,2024-2025,1,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.91566276550293,3.66314158232316,-0.3824215893035241,molise
Chronos-V2,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,3.224483251571656,39.96551674842834,-0.9253419020242728,molise
Chronos-V2,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,2.8832457065582275,3.346754293441773,-0.5371997260741208,molise
Chronos-V2,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,14.446500778198242,2.1634992218017572,-0.1302528128718698,molise
Chronos-V2,2020-2021,1,2020-12-06,2021-02-14,10.0,1.21,0.3310420513153076,0.8789579486846923,-0.7264115278385888,molise
Chronos-V2,2021-2022,1,2021-11-28,2022-04-03,18.0,1.92,1.0852586030960083,0.8347413969039916,-0.434761144220829,molise
Chronos-V2,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,5.661552429199219,0.848447570800781,-0.13032988798783118,molise
Chronos-V2,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,9.028533935546877,3.3014660644531233,-0.2677588049029297,molise
